(1,2,3,3.88218)
(1,2,4,6.62171)
(1,2,77,10.4083)
(1,2,78,6.86052)
(1,2,79,6.39034)
(1,2,80,7.54645)
(1,2,81,10.2071)
(1,2,146,6.64275)
(1,2,509,6.65558)
(1,3,4,3.87249)
(1,3,77,13.1948)
(1,3,78,9.64495)
(1,3,79,3.87895)
(1,3,80,7.53338)
(1,3,81,10.1976)
(1,3,146,3.91096)
(1,3,509,3.92298)
(1,4,78,13.5567)
(1,4,79,4.19431)
(1,4,80,2.79652)
(1,4,81,6.55947)
(1,4,146,7.50717)
(1,4,509,2.32382)
(1,77,78,13.5626)
(1,77,79,14.1203)
(1,77,146,13.4417)
(1,77,509,16.8572)
(1,78,79,10.5917)
(1,78,80,13.5646)
(1,78,146,13.4322)
(1,78,509,13.566)
(1,79,80,6.91108)
(1,79,81,10.1949)
(1,79,146,6.41845)
(1,79,509,6.43011)
(1,80,81,7.54351)
(1,80,146,10.1369)
(1,80,509,7.56678)
(1,81,146,13.4336)
(1,81,509,10.2158)
(1,146,509,13.4431)
(2,3,4,5.24301)
(2,3,77,10.5135)
(2,3,78,7.08028)
(2,3,79,2.94318)
(2,3,80,7.904)
(2,3,81,11.6722)
(2,3,146,2.97068)
(2,3,147,7.24478)
(2,3,509,3.35254)
(2,4,78,8.74761)
(2,4,79,4.92097)
(2,4,80,8.73458)
(2,4,81,8.74729)
(2,4,146,8.72972)
(2,4,147,12.0402)
(2,4,509,8.74987)
(2,77,78,7.08411)
(2,77,79,10.5168)
(2,77,146,10.4404)
(2,77,147,10.5214)
(2,77,509,15.538)
(2,78,79,7.0849)
(2,78,80,11.0746)
(2,78,146,7.08082)
(2,78,147,7.10064)
(2,78,509,12.2051)
(2,79,80,6.92489)
(2,79,81,10.6917)
(2,79,146,4.92314)
(2,79,147,8.13616)
(2,79,509,4.94526)
(2,80,81,11.0669)
(2,80,146,10.1298)
(2,80,147,14.5675)
(2,80,509,11.0704)
(2,81,146,13.7963)
(2,81,147,15.694)
(2,81,509,14.6809)
(2,146,147,9.32754)
(2,146,509,9.32823)
(2,147,509,15.6881)
(3,4,78,9.97074)
(3,4,79,4.19313)
(3,4,80,5.91169)
(3,4,81,6.5677)
(3,4,146,7.49725)
(3,4,147,12.0437)
(3,4,509,5.93686)
(3,77,78,9.96617)
(3,77,79,13.3827)
(3,77,146,10.4499)
(3,77,147,13.3915)
(3,77,509,15.5381)
(3,78,79,9.95653)
(3,78,80,9.97807)
(3,78,146,9.95652)
(3,78,147,9.97682)
(3,78,509,12.2052)
(3,79,80,6.91449)
(3,79,81,10.6834)
(3,79,146,3.90134)
(3,79,147,8.1401)
(3,79,509,3.91908)
(3,80,81,8.62828)
(3,80,146,10.1268)
(3,80,147,14.5711)
(3,80,509,8.63956)
(3,81,146,12.0847)
(3,81,147,17.2892)
(3,81,509,12.0896)
(3,146,147,10.2805)
(3,146,509,10.2767)
(3,147,509,15.7594)
(4,78,79,10.598)
(4,78,80,15.6992)
(4,78,146,14.7832)
