022, 4.593, 101.965, 2.41216
024, 4.524, 120.566, 2.33457
027, 4.132, 129.414, 5.70378
102, 4.923, 101.833, 8.03725
103, 4.642, 100.244, 9.89575
104, 3.377, 101.322, 12.8956
105, 4.618, 100.997, 13.2280
106, 4.751, 103.661, 13.1778
107, 4.480, 112.041, 8.92553
108, 4.676, 112.449, 12.0066
109, 3.684, 124.129, 9.18554
174, 3.575, 109.523, 16.5404
175, 4.050, 106.027, 20.5703
234, 3.138, 100.983, 25.1311
235, 3.662, 116.112, 24.3980
236, 3.888, 111.432, 27.7981
237, 4.227, 113.981, 26.8957
238, 4.369, 115.828, 28.8835
239, 4.977, 118.374, 26.7658
316, 4.533, 107.785, 30.2452
317, 3.605, 103.197, 33.9613
318, 4.198, 112.278, 31.7845
319, 4.928, 114.791, 34.5844
383, 4.931, 99.8326, 42.4889
384, 4.415, 125.709, 43.1881
436, 4.896, 104.405, 45.0941
437, 4.607, 111.679, 49.2115
438, 4.800, 122.114, 51.5067
478, 4.448, 104.319, 58.4227
