033, 4.968, 165.140, 3.61750
034, 4.998, 165.187, 6.10145
035, 4.660, 166.254, 7.33601
036, 4.031, 170.284, 6.02932
037, 3.649, 177.674, 1.76472
038, 4.209, 176.465, 6.52938
039, 4.658, 180.218, 6.61433
114, 3.806, 158.203, 9.30659
115, 4.056, 170.981, 10.5295
116, 4.864, 176.321, 8.25812
117, 4.212, 181.302, 8.73297
179, 4.405, 165.582, 20.1798
180, 3.304, 168.560, 15.4296
181, 4.585, 176.996, 20.2189
182, 4.835, 185.179, 17.7929
245, 4.477, 163.903, 24.7497
246, 4.740, 168.801, 23.0955
247, 4.859, 185.626, 25.8462
249, 4.466, 186.734, 28.2684
250, 4.948, 186.600, 27.2682
251, 4.971, 186.747, 26.8257
323, 4.768, 159.680, 31.9762
326, 3.635, 169.620, 33.0943
327, 4.327, 169.545, 31.5292
328, 4.804, 169.545, 31.5292
329, 3.905, 163.328, 34.2149
388, 4.742, 158.308, 40.4256
389, 4.659, 163.495, 43.1900
390, 3.110, 167.416, 44.4985
440, 3.818, 176.513, 47.7794
441, 4.859, 186.006, 51.5623
481, 4.880, 157.657, 55.9805
482, 2.399, 178.458, 53.6948
