5, 4.709,28.3890,3.18753
6, 4.995,22.5463,6.14382
7, 4.587,25.3579,5.48761
12, 4.1,30.5117,2.76374
15, 4.968,38.9686,5.59324
17, 2.716,45.5699,4.08974
18, 4.919,49.8404,3.3702
21, 4.353,54.2183,0.401662
27, 0,64.9226,3.76889
29, 3.888,60.7891,5.9893
33, 4.62,74.6371,1.71401
37, 3.638,72.8015,5.6051
38, 3.222,72.46,6.96128
40, 4.837,81.1868,1.84645
41, 4.62,78.3228,2.86126
43, 4.951,80.7083,3.54445
44, 4.574,81.7093,3.09565
48, 4.909,88.1102,1.85514
53, 4.503,84.7964,4.12146
54, 4.439,82.6961,5.94815
63, 4.423,95.942,4.59287
66, 4.593,101.965,2.41216
69, 4.486,98.2259,7.33297
82, 4.524,120.566,2.33457
85, 4.248,130.806,3.39866
86, 4.577,129.689,3.34144
89, 4.132,129.414,5.70378
90, 3.488,131.694,6.41878
91, 4.332,132.108,5.83781
92, 3.21,133.848,5.94551
93, 3.853,138.591,2.31427
97, 4.818,144.614,4.64929
106, 4.968,165.14,3.6175
108, 4.998,165.187,6.10145
109, 4.66,166.254,7.33601
110, 4.031,170.284,6.02932
111, 3.649,177.674,1.76472
114, 4.209,176.465,6.52938
116, 4.658,180.218,6.61433
119, 3.577,193.901,3.39747
122, 4.976,199.401,5.46987
125, 4.916,203.533,3.65897
127, 4.25,210.412,1.54453
128, 4.964,213.066,2.40943
131, 3.716,221.562,1.89288
137, 4.513,225.725,2.0913
142, 3.714,237.704,4.47773
143, 4.482,236.611,7.35307
144, 4.858,245.518,1.02904
151, 4.147,247.728,1.98396
159, 4.496,261.629,4.14036
163, 3.737,266.973,2.70728
164, 2.879,265.868,4.5673
166, 4.432,270.438,1.30507
168, 3.959,270.161,2.93156
169, 4.217,271.364,2.49979
172, 4.957,275.217,3.37717
173, 4.742,270.066,4.36862
177, 4.996,281.208,2.06004
179, 4.592,284.055,4.2036
180, 4.93,284.061,4.2021
185, 4.729,291.63,0.338565
187, 3.39,291.375,3.11479
192, 4.058,298.118,1.00566
195, 4.576,293.522,7.37894
196, 3.807,298.828,6.40676
203, 3.993,318.956,5.24787
211, 4.76,336.319,1.3774
214, 4.906,336.965,4.69566
220, 4.923,351.733,1.25561
221, 4.461,345.969,3.82005
222, 3.798,349.291,3.28229
223, 4.394,351.992,6.37899
227, 4.514,355.512,1.78004
230, 4.176,354.988,5.62629
232, 4.06,359.828,6.86332
237, 4.594,12.1706,7.58508
239, 4.364,15.7359,7.89014
242, 4.368,26.3485,9.15775
245, 4.453,33.25,8.84673
246, 4.261,37.0398,8.46007
251, 4.305,41.2356,10.1141
253, 3.705,51.2033,9.02888
257, 4.246,52.7182,12.9367
261, 3.388,60.1701,12.4903
263, 4.267,63.8836,8.89236
268, 4.272,68.9136,10.1608
272, 4.794,66.6516,14.7138
274, 4.67,68.4622,14.8444
278, 4.343,72.653,8.90018
281, 4.659,73.7239,10.1508
282, 4.277,69.5394,12.5108
286, 4.941,73.1332,14.2506
287, 4.2,74.0928,13.5145
290, 4.187,84.2266,9.29067
293, 3.509,83.7845,9.93415
294, 4.367,83.7052,9.48958
301, 4.152,90.5958,9.6473
302, 4.865,87.3872,12.6513
308, 4.371,91.893,14.7685
313, 4.413,92.985,14.2088
319, 4.923,101.833,8.03725
322, 4.642,100.244,9.89575
326, 3.377,101.322,12.8956
327, 4.618,100.997,13.228
329, 4.751,103.661,13.1778
332, 4.48,112.041,8.92553
334, 4.676,112.449,12.0066
341, 3.684,124.129,9.18554
349, 4.268,134.622,11.8577
354, 3.562,145.288,9.89231
359, 4.859,150.053,8.04422
360, 4.532,151.976,9.99751
365, 3.806,158.203,9.30659
374, 4.056,170.981,10.5295
377, 4.864,176.321,8.25812
380, 4.212,181.302,8.73297
384, 4.877,190.471,10.2356
387, 2.917,195.544,10.9591
402, 4.973,220.411,8.16176
405, 4.464,220.287,13.7283
406, 4.554,220.287,13.7283
409, 4.171,233.701,10.5389
417, 0,248.308,11.512
419, 4.565,246.354,14.0333
421, 3.31,254.417,9.37503
422, 4.347,253.502,10.1654
425, 4.889,256.345,12.7408
428, 3.48,258.662,14.3904
431, 4.745,271.826,8.73387
435, 0,284.107,9.95619
441, 2.958,286.353,13.8635
444, 4.824,298.562,8.46145
445, 2.861,296.565,10.6133
452, 0,302.058,7.90845
459, 4.66,308.827,14.6742
460, 3.677,309.387,14.5951
464, 4.703,317.585,10.1316
465, 4.544,318.62,10.007
471, 4.789,335.379,12.2052
474, 4.902,343.807,8.81615
475, 4.251,341.673,12.1729
477, 4.715,346.751,9.40949
484, 4.638,352.289,12.7606
491, 4.983,3.65068,20.2067
500, 3.712,22.8709,15.3458
507, 4.771,17.8634,21.0347
523, 4.452,47.9074,19.7267
529, 4.867,48.7254,21.0444
536, 4.463,61.1738,22.0819
539, 3.75,64.9483,15.6276
542, 4.785,67.6401,16.194
543, 3.936,67.1437,15.9622
544, 3.407,67.1656,15.8709
547, 4.504,66.5864,15.6183
549, 4.686,69.8188,15.918
551, 3.86,65.7337,17.5425
552, 4.81,66.024,17.4441
553, 4.262,66.3724,17.9279
554, 4.947,64.3153,20.5786
555, 3.635,67.1542,19.1804
560, 4.215,66.3424,22.2939
566, 4.85,77.4248,15.5972
567, 4.652,76.1423,15.4041
569, 4.986,76.8625,18.6451
572, 4.633,75.7739,21.59
577, 4.816,85.3238,16.5341
581, 4.639,83.0531,18.5942
586, 4.844,81.9087,21.937
588, 4.923,93.0137,16.1304
591, 4.462,88.5957,20.2762
592, 4.662,90.9799,20.1384
598, 4.102,97.2408,20.2121
603, 3.575,109.523,16.5404
605, 4.05,106.027,20.5703
625, 4.048,131.171,18.1543
627, 4.654,130.821,21.4685
631, 4.834,154.934,19.4709
633, 4.405,165.582,20.1798
635, 3.304,168.56,15.4296
640, 4.585,176.996,20.2189
642, 4.835,185.179,17.7929
649, 4.922,194.731,17.4094
650, 4.427,197.497,17.5294
652, 4.536,206.816,17.4569
653, 4.21,207.369,15.7979
657, 4.981,214.938,16.307
661, 4.71,221.31,16.9643
662, 4.877,220.182,16.4183
669, 3.653,236.547,15.4218
670, 4.513,235.388,19.6704
672, 4.273,237.185,18.1416
673, 4.914,237.816,20.9779
691, 4.806,270.014,16.7509
696, 4.852,270.377,21.5958
702, 4.319,272.19,20.8146
704, 3.975,275.925,21.7697
705, 4.129,284.906,15.0683
706, 4.356,281.755,18.1815
709, 4.243,281.416,20.5463
714, 4.458,295.024,18.0139
715, 4.488,295.262,17.476
718, 4.974,293.645,19.7734
719, 4.739,289.054,21.3904
724, 4.954,303.569,15.1976
725, 3.956,296.847,18.5343
729, 3.668,299.689,19.4921
732, 4.453,310.865,15.0746
733, 4.356,311.665,16.1243
737, 4.798,309.631,21.2012
740, 4.454,326.128,17.35
741, 4.2,320.522,19.8045
758, 4.499,14.3017,23.4177
759, 4.44,9.63894,29.3118
761, 4.786,18.4373,24.5837
763, 4.753,19.8666,27.2641
765, 4.802,29.4822,23.5961
770, 3.457,28.2705,29.5788
774, 4.624,40.863,27.7072
781, 3.579,42.496,27.2605
784, 4.639,41.9773,29.2471
786, 4.639,50.0848,29.0485
787, 3.849,56.4567,24.3678
790, 3.601,57.2906,24.0534
791, 4.152,56.5816,23.9483
796, 4.272,56.3021,24.4673
801, 4.303,66.5769,22.8136
807, 4.239,70.5613,22.9569
813, 0,79.806,23.6459
818, 4.987,87.254,24.5675
819, 4.806,89.4986,25.9539
821, 4.55,88.3319,27.6123
825, 4.434,93.8445,29.4981
831, 3.138,100.983,25.1311
837, 3.662,116.112,24.398
841, 3.888,111.432,27.7981
843, 4.227,113.981,26.8957
844, 4.369,115.828,28.8835
848, 4.977,118.374,26.7658
855, 4.126,131.674,28.7599
858, 4.599,141.164,26.1823
860, 4.475,142.93,22.968
861, 3.042,146.463,23.7743
863, 4.013,148.191,26.007
870, 4.477,163.903,24.7497
873, 4.74,168.801,23.0955
879, 4.859,185.626,25.8462
882, 4.773,188.713,22.6292
884, 4.466,186.734,28.2684
885, 4.948,186.6,27.2682
886, 4.971,186.747,26.8257
890, 4.999,192.925,27.5407
891, 4.304,197.968,27.8782
892, 4.952,196.795,27.6247
897, 4.868,212.6,25.0917
899, 2.578,221.247,27.0742
901, 4.965,225.527,25.0081
902, 4.501,218.67,29.7451
904, 4.974,226.825,24.8692
905, 4.653,226.111,26.9476
910, 3.672,231.957,29.1057
911, 4.827,240.574,22.8045
912, 3.851,235.686,26.2956
913, 4.274,239.397,26.8779
914, 4.685,237.399,26.0684
916, 4.963,240.361,29.8511
